Atlanta,,Boston,,Chicago,,Los Angeles,,Miami,,New York,,Philadelphia,,Salt Lake City,,San Francisco,,Seattle,,All cities,
All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours
-0.04490602389,-0.05343382061,-0.05400133505,-0.03930890933,-0.08164206147,-0.06923455,-0.209759295,-0.2231525183,-0.1242050827,-0.09840938449,-0.04714874551,-0.01400888432,-0.06355345994,-0.03885184973,-0.1229925901,-0.1149922386,0.01512132399,0.004708904773,0.002264546463,0.01969604753,-0.06976284832,-0.0588863045
-0.04704845324,-0.06580096483,-0.02904051356,-0.03436374292,-0.07296463102,-0.08694985509,-0.1507021487,-0.2039806098,-0.1491767019,-0.157638073,-0.01994243637,-0.05743663386,-0.03733497113,-0.03677064553,-0.06102629378,-0.07048991323,-0.04737492651,-0.01312203426,-0.02200626023,-0.02988715656,-0.06545395404,-0.07534274459
-0.04166134074,-0.04101761058,-0.06333262473,-0.05370775983,-0.09830641001,-0.0858399272,-0.2122254074,-0.2093738168,-0.1036526635,-0.08697772026,-0.04712247849,-0.006218517199,-0.05399131775,-0.03612619266,-0.1262680441,-0.1106115803,0.01487902272,0.004111447372,0.01794442907,-0.03630235791,-0.07073455304,-0.05677660555
-0.04145459458,-0.05351340771,-0.0358377099,-0.0529245697,-0.07571499795,-0.07967598736,-0.1509926468,-0.1471668333,-0.1459394246,-0.1602820754,-0.02170083299,-0.05641929805,-0.04627881572,-0.05826297402,-0.04839380458,-0.0576207079,-0.06964890659,-0.03580387309,-0.02587813884,0.03752361983,-0.06761363149,-0.07735509425
-0.05635857955,-0.033491496,-0.07026155293,-0.05762792751,-0.09882312268,-0.08795883507,-0.2086883485,-0.2219848782,-0.1031336933,-0.08758801967,-0.05347766355,-0.01976661198,-0.06901483983,-0.05162492767,-0.1401735693,-0.1085280851,-0.0800153017,0.009814053774,0.02256754227,-0.02809278667,-0.06482051313,-0.05542042479
-0.04167947918,-0.0718055591,-0.02381804958,-0.03004565649,-0.09103112668,-0.1031678841,-0.1503699124,-0.1452865303,-0.148326695,-0.1649911404,-0.01977117173,-0.05771223828,-0.05934711546,-0.08094985038,-0.04818127677,-0.05832098424,0.02782105654,-0.04470893368,-0.01341149211,-0.03788957,-0.06689570844,-0.08099653572
-0.04192654416,-0.03915052861,-0.07152638584,-0.05596202612,-0.09967701882,-0.08744963259,-0.194427982,-0.2222182304,-0.09411180019,-0.1563437134,-0.04960306734,-0.01078858692,-0.05262007937,-0.03580254316,-0.1066175327,-0.09272413701,0.02416970208,0.02048335411,0.02035092935,0.02353822626,-0.06543049961,-0.08152081072
-0.03634137288,-0.06120382249,-0.02327673696,-0.03062128089,-0.09417349845,-0.1076319218,-0.2067840695,-0.1664774567,-0.1430775076,-0.1576957554,-0.0351270996,-0.06515733153,-0.05518110096,-0.07184105366,-0.05503106862,-0.07632798702,0.0209812019,-0.06115369871,-0.01867215522,-0.03849843144,-0.06717160344,-0.07423879951
-0.02981189638,-0.02338084392,-0.07714550942,-0.05675363541,-0.09348327667,-0.06446955353,-0.1571037918,-0.2054789215,-0.09218873084,-0.1474617273,-0.05673172697,-0.02783369832,-0.0442978777,-0.01799027249,-0.09802704304,-0.0760171935,0.02502207831,0.01983176731,0.01064968109,0.01177544054,-0.06662935764,-0.07964077592
-0.02788267843,-0.03500556573,-0.01966200583,-0.01875380985,-0.08300321549,-0.08951559663,-0.2118832767,-0.1553908587,-0.1488089561,-0.08547797054,-0.03317065537,-0.05951713398,-0.07968445867,-0.08923337609,-0.05771050975,-0.06208228692,0.02641166002,-0.08103346825,-0.02633730508,-0.04241430759,-0.07028035074,-0.05667842925
-0.04392969981,-0.01307260524,-0.07259059697,-0.05522965267,-0.1037057638,-0.0870270431,-0.1608161181,-0.2311605662,-0.1006359607,-0.1456321031,-0.05891390145,-0.0307347402,-0.03288608044,-0.008814912289,-0.09578175843,-0.08458773047,-0.07999259979,0.02048045583,0.003286448307,0.03496470675,-0.06966602802,-0.08033256233
-0.03859835491,-0.05901165679,-0.01807435788,-0.02443809062,-0.09675940126,-0.111086376,-0.2086554468,-0.1736937016,-0.1396655738,-0.08703535795,-0.03820367903,-0.06900468469,-0.07998674363,-0.08890522271,-0.06376230717,-0.07778079808,-0.07885202765,0.009491723962,-0.03856236488,-0.04580049589,-0.0721687004,-0.05566209555
-0.04715100676,-0.02318784036,-0.07846931368,-0.06534748524,-0.09625641257,-0.0921760276,-0.1815945059,-0.21877186,-0.1064104512,-0.1488821954,-0.05677243695,-0.02164892294,-0.03194849566,-0.0173269175,-0.1030813381,-0.09014555067,0.02178219333,0.01973860897,0.01692412607,0.02846777998,-0.06900465488,-0.08205663413
-0.03403129801,-0.05566253141,-0.02468412742,-0.03557265922,-0.08207921684,-0.08829268068,-0.2033839971,-0.155490905,-0.1401802003,-0.1392901391,-0.03727034479,-0.06863231957,-0.07500174642,-0.08248763531,-0.08202554286,-0.09001230448,-0.08212440461,0.02394205518,-0.03302567452,-0.04809011519,-0.07180970907,-0.08223951608
-0.05755447596,-0.01978534646,-0.08143299073,-0.06320476532,-0.100977473,-0.08402314782,-0.1699539274,-0.2098053694,-0.1008992195,-0.09276473522,-0.04838792607,-0.03316805512,-0.02849153616,-0.01464145165,-0.09218983352,-0.07929003239,0.02602782659,-0.07894647866,0.01279423758,0.02889555693,-0.0687860325,-0.06049513817
-0.01686264761,-0.06800621003,-0.01701987535,-0.02699442208,-0.08448363841,-0.09824115783,-0.2144829482,-0.2228515595,-0.1381160766,-0.1309738904,-0.03102062456,-0.05007709935,-0.07805018127,-0.0831843242,-0.07406534255,-0.08027295768,0.02781814151,0.01443210617,-0.04284883291,-0.0495211333,-0.07252493501,-0.0881043151
-0.06013899669,-0.008942689747,-0.08592639863,-0.06067158282,-0.09232090414,-0.06711535901,-0.1828944683,-0.2069709152,-0.1290062666,-0.1179952025,-0.04470805079,-0.03334933892,-0.01367787831,-0.09922824055,-0.08087981492,-0.06329924613,0.02603468299,-0.08371320367,0.003083772492,0.01505014673,-0.07146976888,-0.06069242954
-0.01861831732,-0.06251611561,-0.0146415215,-0.02266677283,-0.08190130442,-0.098888807,-0.2016333491,-0.1511957049,-0.1045520306,-0.1172282472,-0.04212402552,-0.05257367715,-0.08557605743,-0.01138430554,-0.07860648632,-0.09477970004,-0.07824122161,0.02228025906,-0.03943255171,-0.05307132006,-0.07593259215,-0.08533357829
-0.06743587554,-0.07568722218,-0.09174244851,-0.08143419772,-0.09559370577,-0.08085323125,-0.1683526039,-0.2085252851,-0.1156370938,-0.1203424335,-0.0483445935,-0.04279752076,-0.02264228649,-0.1235884055,-0.08154744655,-0.06528507918,0.02979437262,-0.07663386315,0.005730461795,0.02488050424,-0.07115362585,-0.05681306869
-0.004826925695,-0.07776051015,-0.02016774751,-0.03674156964,-0.07444483042,-0.08394210786,-0.2027316242,-0.1531117409,-0.124813132,-0.09320346266,-0.03604417294,-0.06027123332,-0.1041892767,-0.1143244728,-0.0852650106,-0.09661214799,-0.08266817778,0.0257982146,-0.04881231487,-0.06333561987,-0.07460585237,-0.07950834185
-0.07125206292,-0.08344925195,-0.07959249616,-0.06620152295,-0.09830348194,-0.07730676234,-0.1475958228,-0.2109997869,-0.110693112,-0.1135818958,-0.04774334654,-0.04818435013,-0.1029966697,-0.009735384025,-0.09724956006,-0.09001722932,-0.06835362315,-0.06573582441,0.01615057141,-0.05601446703,-0.0666917935,-0.05720018595
